item,sample,metadata_extract,linecut_qr
C67_GD2-69-8_th0.110_3495.3s_T200.001C_5.00s_61411_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":3495.3,""theta"":0.11,""sequence_ID"":61411.0,""annealing_temperature"":200.001},""time"":1.5084270525748687e+09}",
C67_GD2-69-8_th0.110_3556.3s_T200.000C_5.00s_61416_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":3556.3,""theta"":0.11,""sequence_ID"":61416.0,""annealing_temperature"":200.0},""time"":1.508427052580874e+09}",
C67_GD2-69-8_th0.110_36.9s_T89.996C_5.00s_61116_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":36.9,""theta"":0.11,""sequence_ID"":61116.0,""annealing_temperature"":89.996},""time"":1.5084270525867581e+09}",
C67_GD2-69-8_th0.110_3622.3s_T200.000C_5.00s_61421_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":3622.3,""theta"":0.11,""sequence_ID"":61421.0,""annealing_temperature"":200.0},""time"":1.5084270525927682e+09}",
C67_GD2-69-8_th0.110_3683.3s_T200.002C_5.00s_61426_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":3683.3,""theta"":0.11,""sequence_ID"":61426.0,""annealing_temperature"":200.002},""time"":1.5084270525988739e+09}",
C67_GD2-69-8_th0.110_3747.3s_T200.000C_5.00s_61431_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":3747.3,""theta"":0.11,""sequence_ID"":61431.0,""annealing_temperature"":200.0},""time"":1.5084270526043167e+09}",
C67_GD2-69-8_th0.110_3814.3s_T200.000C_5.00s_61436_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":3814.3,""theta"":0.11,""sequence_ID"":61436.0,""annealing_temperature"":200.0},""time"":1.5084270526092103e+09}",
C67_GD2-69-8_th0.110_3875.2s_T199.999C_5.00s_61441_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":3875.2,""theta"":0.11,""sequence_ID"":61441.0,""annealing_temperature"":199.999},""time"":1.508427052614586e+09}",
C67_GD2-69-8_th0.110_3934.3s_T200.000C_5.00s_61446_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":3934.3,""theta"":0.11,""sequence_ID"":61446.0,""annealing_temperature"":200.0},""time"":1.508427052620306e+09}",
C67_GD2-69-8_th0.110_3989.3s_T200.000C_5.00s_61451_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":3989.3,""theta"":0.11,""sequence_ID"":61451.0,""annealing_temperature"":200.0},""time"":1.5084270526256454e+09}",
C67_GD2-69-8_th0.110_4045.3s_T200.001C_5.00s_61456_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":4045.3,""theta"":0.11,""sequence_ID"":61456.0,""annealing_temperature"":200.001},""time"":1.5084270526312523e+09}",
C67_GD2-69-8_th0.110_4111.4s_T200.001C_5.00s_61461_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":4111.4,""theta"":0.11,""sequence_ID"":61461.0,""annealing_temperature"":200.001},""time"":1.5084270526370761e+09}",
C67_GD2-69-8_th0.110_4172.3s_T200.000C_5.00s_61466_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":4172.3,""theta"":0.11,""sequence_ID"":61466.0,""annealing_temperature"":200.0},""time"":1.5084270526427333e+09}",
C67_GD2-69-8_th0.110_4231.3s_T200.001C_5.00s_61471_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":4231.3,""theta"":0.11,""sequence_ID"":61471.0,""annealing_temperature"":200.001},""time"":1.508427052648254e+09}",
C67_GD2-69-8_th0.110_4284.3s_T199.999C_5.00s_61476_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":4284.3,""theta"":0.11,""sequence_ID"":61476.0,""annealing_temperature"":199.999},""time"":1.5084270526530292e+09}",
C67_GD2-69-8_th0.110_4343.3s_T200.001C_5.00s_61481_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":4343.3,""theta"":0.11,""sequence_ID"":61481.0,""annealing_temperature"":200.001},""time"":1.508427052657646e+09}",
C67_GD2-69-8_th0.110_4402.3s_T200.000C_5.00s_61486_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":4402.3,""theta"":0.11,""sequence_ID"":61486.0,""annealing_temperature"":200.0},""time"":1.5084270526626139e+09}",
C67_GD2-69-8_th0.110_4459.3s_T200.000C_5.00s_61491_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":4459.3,""theta"":0.11,""sequence_ID"":61491.0,""annealing_temperature"":200.0},""time"":1.508427052667887e+09}",
C67_GD2-69-8_th0.110_4519.3s_T200.000C_5.00s_61496_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":4519.3,""theta"":0.11,""sequence_ID"":61496.0,""annealing_temperature"":200.0},""time"":1.508427052673018e+09}",
C67_GD2-69-8_th0.110_4575.3s_T200.000C_5.00s_61501_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":4575.3,""theta"":0.11,""sequence_ID"":61501.0,""annealing_temperature"":200.0},""time"":1.5084270526780221e+09}",
C67_GD2-69-8_th0.110_4630.3s_T199.999C_5.00s_61506_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":4630.3,""theta"":0.11,""sequence_ID"":61506.0,""annealing_temperature"":199.999},""time"":1.5084270526834893e+09}",
C67_GD2-69-8_th0.110_4683.4s_T200.000C_5.00s_61511_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":4683.4,""theta"":0.11,""sequence_ID"":61511.0,""annealing_temperature"":200.0},""time"":1.5084270526885715e+09}",
C67_GD2-69-8_th0.110_4740.4s_T200.000C_5.00s_61516_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":4740.4,""theta"":0.11,""sequence_ID"":61516.0,""annealing_temperature"":200.0},""time"":1.5084270526935623e+09}",
C67_GD2-69-8_th0.110_4794.4s_T200.000C_5.00s_61521_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":4794.4,""theta"":0.11,""sequence_ID"":61521.0,""annealing_temperature"":200.0},""time"":1.5084270526983535e+09}",
C67_GD2-69-8_th0.110_4850.4s_T199.999C_5.00s_61526_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":4850.4,""theta"":0.11,""sequence_ID"":61526.0,""annealing_temperature"":199.999},""time"":1.5084270527031262e+09}",
C67_GD2-69-8_th0.110_4910.4s_T200.002C_5.00s_61531_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":4910.4,""theta"":0.11,""sequence_ID"":61531.0,""annealing_temperature"":200.002},""time"":1.5084270527081745e+09}",
C67_GD2-69-8_th0.110_4967.4s_T200.001C_5.00s_61536_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":4967.4,""theta"":0.11,""sequence_ID"":61536.0,""annealing_temperature"":200.001},""time"":1.5084270527128963e+09}",
C67_GD2-69-8_th0.110_5023.4s_T199.999C_5.00s_61541_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":5023.4,""theta"":0.11,""sequence_ID"":61541.0,""annealing_temperature"":199.999},""time"":1.5084270527201827e+09}",
C67_GD2-69-8_th0.110_5077.4s_T200.000C_5.00s_61546_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":5077.4,""theta"":0.11,""sequence_ID"":61546.0,""annealing_temperature"":200.0},""time"":1.5084270527322924e+09}",
C67_GD2-69-8_th0.110_96.9s_T111.466C_5.00s_61121_saxs,C67_GD2-69-8,"{""data"":{""annealing_time"":96.9,""theta"":0.11,""sequence_ID"":61121.0,""annealing_temperature"":111.466},""time"":1.5084270527435417e+09}",
C67_S13_th0.110_1014.1s_T200.008C_5.00s_58632_saxs,C67_S13,"{""data"":{""annealing_time"":1014.1,""theta"":0.11,""sequence_ID"":58632.0,""annealing_temperature"":200.008},""time"":1.5084270527495081e+09}","{""data"":{""fit_peaks_prefactor1"":22.0154387041,""fit_peaks_d0"":34.705499105,""fit_peaks_chi_squared"":0.934535095482,""fit_peaks_b"":7.43558834599,""fit_peaks_m"":-255.871229803,""time"":1.4983405590556142e+09,""fit_peaks_grain_size"":196.32078215,""fit_peaks_sigma1"":0.0012768023065,""fit_peaks_prefactor_total"":22.0154387041,""fit_peaks_x_center1"":0.0181042931789},""time"":1.4983405590556142e+09}"
C67_S13_th0.110_1050.1s_T200.003C_5.00s_58635_saxs,C67_S13,"{""data"":{""annealing_time"":1050.1,""theta"":0.11,""sequence_ID"":58635.0,""annealing_temperature"":200.003},""time"":1.5084270527555408e+09}","{""data"":{""fit_peaks_prefactor1"":22.4467072141,""fit_peaks_d0"":34.7310748697,""fit_peaks_chi_squared"":1.08063828379,""fit_peaks_b"":7.28520646755,""fit_peaks_m"":-247.693506686,""time"":1.498340559824434e+09,""fit_peaks_grain_size"":194.192590782,""fit_peaks_sigma1"":0.00129079501156,""fit_peaks_prefactor_total"":22.4467072141,""fit_peaks_x_center1"":0.0180909612811},""time"":1.498340559824434e+09}"
C67_S13_th0.110_1083.2s_T200.003C_5.00s_58638_saxs,C67_S13,"{""data"":{""annealing_time"":1083.2,""theta"":0.11,""sequence_ID"":58638.0,""annealing_temperature"":200.003},""time"":1.5084270527615376e+09}","{""data"":{""fit_peaks_prefactor1"":25.7350555349,""fit_peaks_d0"":34.7228506638,""fit_peaks_chi_squared"":1.20487174794,""fit_peaks_b"":8.74132158467,""fit_peaks_m"":-304.448850752,""time"":1.498340560525034e+09,""fit_peaks_grain_size"":202.388247585,""fit_peaks_sigma1"":0.00123852462015,""fit_peaks_prefactor_total"":25.7350555349,""fit_peaks_x_center1"":0.0180952461767},""time"":1.498340560525034e+09}"
C67_S13_th0.110_1116.1s_T200.003C_5.00s_58641_saxs,C67_S13,"{""data"":{""annealing_time"":1116.1,""theta"":0.11,""sequence_ID"":58641.0,""annealing_temperature"":200.003},""time"":1.5084270527675793e+09}","{""data"":{""fit_peaks_prefactor1"":27.2935688274,""fit_peaks_d0"":34.7101917177,""fit_peaks_chi_squared"":1.41431819217,""fit_peaks_b"":9.40663649825,""fit_peaks_m"":-330.815581566,""time"":1.4983405612042894e+09,""fit_peaks_grain_size"":205.382822649,""fit_peaks_sigma1"":0.0012204663673,""fit_peaks_prefactor_total"":27.2935688274,""fit_peaks_x_center1"":0.0181018455855},""time"":1.4983405612042894e+09}"
C67_S13_th0.110_1152.1s_T200.003C_5.00s_58644_saxs,C67_S13,"{""data"":{""annealing_time"":1152.1,""theta"":0.11,""sequence_ID"":58644.0,""annealing_temperature"":200.003},""time"":1.5084270527738001e+09}","{""data"":{""fit_peaks_prefactor1"":25.0709100686,""fit_peaks_d0"":34.7273559768,""fit_peaks_chi_squared"":1.05358482218,""fit_peaks_b"":11.1927687573,""fit_peaks_m"":-400.607465366,""time"":1.4983405618873646e+09,""fit_peaks_grain_size"":208.087945604,""fit_peaks_sigma1"":0.0012046004238,""fit_peaks_prefactor_total"":25.0709100686,""fit_peaks_x_center1"":0.018092898611},""time"":1.4983405618873646e+09}"
C67_S13_th0.110_116.0s_T136.620C_5.00s_58590_saxs,C67_S13,"{""data"":{""annealing_time"":116.0,""theta"":0.11,""sequence_ID"":58590.0,""annealing_temperature"":136.62},""time"":1.5084270527800384e+09}","{""data"":{""fit_peaks_prefactor1"":3.53847689891,""fit_peaks_chi_squared"":0.0489793909714,""fit_peaks_b"":3.70879583967,""fit_peaks_m"":-82.0203939185,""fit_peaks_x_center1"":0.0214108844814,""fit_peaks_d0"":29.3457531502,""fit_peaks_sigma1"":0.0031602120053,""time"":1.4983407421796486e+09,""fit_peaks_grain_size"":79.3183580858,""fit_peaks_prefactor_total"":3.53847689891},""time"":1.4983407421796486e+09}"
C67_S13_th0.110_1185.1s_T200.002C_5.00s_58647_saxs,C67_S13,"{""data"":{""annealing_time"":1185.1,""theta"":0.11,""sequence_ID"":58647.0,""annealing_temperature"":200.002},""time"":1.508427052786082e+09}","{""data"":{""fit_peaks_prefactor1"":23.7104983622,""fit_peaks_d0"":34.7499792337,""fit_peaks_chi_squared"":1.131270924,""fit_peaks_b"":10.9402742525,""fit_peaks_m"":-388.675255483,""time"":1.498340563229054e+09,""fit_peaks_grain_size"":201.242902739,""fit_peaks_sigma1"":0.00124557350372,""fit_peaks_prefactor_total"":23.7104983622,""fit_peaks_x_center1"":0.0180811196028},""time"":1.498340563229054e+09}"
C67_S13_th0.110_1230.1s_T200.000C_5.00s_58650_saxs,C67_S13,"{""data"":{""annealing_time"":1230.1,""theta"":0.11,""sequence_ID"":58650.0,""annealing_temperature"":200.0},""time"":1.5084270527921538e+09}","{""data"":{""fit_peaks_prefactor1"":23.9426029833,""fit_peaks_d0"":34.7559060381,""fit_peaks_chi_squared"":1.24124439169,""fit_peaks_b"":8.03974603736,""fit_peaks_m"":-277.264211389,""time"":1.498340563908006e+09,""fit_peaks_grain_size"":200.506952285,""fit_peaks_sigma1"":0.00125014531719,""fit_peaks_prefactor_total"":23.9426029833,""fit_peaks_x_center1"":0.018078036292},""time"":1.498340563908006e+09}"
C67_S13_th0.110_1261.2s_T200.002C_5.00s_58653_saxs,C67_S13,"{""data"":{""annealing_time"":1261.2,""theta"":0.11,""sequence_ID"":58653.0,""annealing_temperature"":200.002},""time"":1.508427052798136e+09}","{""data"":{""fit_peaks_prefactor1"":24.1042783056,""fit_peaks_d0"":34.7489791404,""fit_peaks_chi_squared"":1.30435411895,""fit_peaks_b"":7.76691046207,""fit_peaks_m"":-266.446400741,""time"":1.4983405645816572e+09,""fit_peaks_grain_size"":205.264655277,""fit_peaks_sigma1"":0.00122116896903,""fit_peaks_prefactor_total"":24.1042783056,""fit_peaks_x_center1"":0.0180816399866},""time"":1.4983405645816572e+09}"
C67_S13_th0.110_1296.1s_T200.002C_5.00s_58656_saxs,C67_S13,"{""data"":{""annealing_time"":1296.1,""theta"":0.11,""sequence_ID"":58656.0,""annealing_temperature"":200.002},""time"":1.508427052804182e+09}","{""data"":{""fit_peaks_prefactor1"":26.6752899647,""fit_peaks_d0"":35.2345920923,""fit_peaks_chi_squared"":3.18808275296,""fit_peaks_b"":14.3084074907,""fit_peaks_m"":-511.770695383,""time"":1.4983405652822218e+09,""fit_peaks_grain_size"":163.405378192,""fit_peaks_sigma1"":0.00153399374144,""fit_peaks_prefactor_total"":26.6752899647,""fit_peaks_x_center1"":0.0178324337932},""time"":1.4983405652822218e+09}"
C67_S13_th0.110_13.0s_T90.002C_5.00s_58581_saxs,C67_S13,"{""data"":{""annealing_time"":13.0,""theta"":0.11,""sequence_ID"":58581.0,""annealing_temperature"":90.002},""time"":1.5084270528138742e+09}","{""data"":{""fit_peaks_prefactor1"":6.61524300319,""fit_peaks_chi_squared"":0.167835188438,""fit_peaks_b"":13.7343462231,""fit_peaks_m"":-344.242337354,""fit_peaks_d0"":29.0331192779,""time"":1.4983408294248018e+09,""fit_peaks_grain_size"":91.8744418392,""fit_peaks_sigma1"":0.00272831945909,""fit_peaks_prefactor_total"":6.61524300319,""fit_peaks_x_center1"":0.0216414407526},""time"":1.4983408294248018e+09}"
C67_S13_th0.110_1334.2s_T200.002C_5.00s_58659_saxs,C67_S13,"{""data"":{""annealing_time"":1334.2,""theta"":0.11,""sequence_ID"":58659.0,""annealing_temperature"":200.002},""time"":1.50842705282612e+09}","{""data"":{""fit_peaks_prefactor1"":26.0535577471,""fit_peaks_d0"":35.0800485133,""fit_peaks_chi_squared"":2.8789444877,""fit_peaks_b"":13.4302770863,""fit_peaks_m"":-480.048349803,""time"":1.4983405667080173e+09,""fit_peaks_grain_size"":173.755004411,""fit_peaks_sigma1"":0.00144262220426,""fit_peaks_prefactor_total"":26.0535577471,""fit_peaks_x_center1"":0.0179109937799},""time"":1.4983405667080173e+09}"
C67_S13_th0.110_1367.1s_T200.003C_5.00s_58662_saxs,C67_S13,"{""data"":{""annealing_time"":1367.1,""theta"":0.11,""sequence_ID"":58662.0,""annealing_temperature"":200.003},""time"":1.5084270528330107e+09}","{""data"":{""fit_peaks_prefactor1"":24.2603289068,""fit_peaks_d0"":34.8094849116,""fit_peaks_chi_squared"":1.02370651832,""fit_peaks_b"":7.18179847246,""fit_peaks_m"":-244.300818499,""time"":1.4983405673754895e+09,""fit_peaks_grain_size"":202.33673843,""fit_peaks_sigma1"":0.00123883991315,""fit_peaks_prefactor_total"":24.2603289068,""fit_peaks_x_center1"":0.0180502105192},""time"":1.4983405673754895e+09}"
C67_S13_th0.110_1404.2s_T200.004C_5.00s_58665_saxs,C67_S13,"{""data"":{""annealing_time"":1404.2,""theta"":0.11,""sequence_ID"":58665.0,""annealing_temperature"":200.004},""time"":1.5084270528392622e+09}","{""data"":{""fit_peaks_prefactor1"":22.8987731456,""fit_peaks_d0"":34.8159752106,""fit_peaks_chi_squared"":1.17340937718,""fit_peaks_b"":6.8411699463,""fit_peaks_m"":-238.986560924,""time"":1.4983405680548515e+09,""fit_peaks_grain_size"":198.179919047,""fit_peaks_sigma1"":0.0012648245527,""fit_peaks_prefactor_total"":22.8987731456,""fit_peaks_x_center1"":0.0180468456482},""time"":1.4983405680548515e+09}"
C67_S13_th0.110_1438.1s_T200.002C_5.00s_58668_saxs,C67_S13,"{""data"":{""annealing_time"":1438.1,""theta"":0.11,""sequence_ID"":58668.0,""annealing_temperature"":200.002},""time"":1.5084270528452964e+09}","{""data"":{""fit_peaks_prefactor1"":21.2783852656,""fit_peaks_d0"":34.8141859178,""fit_peaks_chi_squared"":0.882926575713,""fit_peaks_b"":6.03191853345,""fit_peaks_m"":-201.81054314,""time"":1.4983405687329643e+09,""fit_peaks_grain_size"":201.005110689,""fit_peaks_sigma1"":0.00124704703579,""fit_peaks_prefactor_total"":21.2783852656,""fit_peaks_x_center1"":0.0180477731751},""time"":1.4983405687329643e+09}"
C67_S13_th0.110_1473.1s_T200.001C_5.00s_58671_saxs,C67_S13,"{""data"":{""annealing_time"":1473.1,""theta"":0.11,""sequence_ID"":58671.0,""annealing_temperature"":200.001},""time"":1.5084270528516731e+09}","{""data"":{""fit_peaks_prefactor1"":21.4104151831,""fit_peaks_d0"":34.8951348996,""fit_peaks_chi_squared"":0.851776038009,""fit_peaks_b"":5.26533870061,""fit_peaks_m"":-174.739828488,""time"":1.4983405694354517e+09,""fit_peaks_grain_size"":200.150700666,""fit_peaks_sigma1"":0.00125237047199,""fit_peaks_prefactor_total"":21.4104151831,""fit_peaks_x_center1"":0.0180059063398},""time"":1.4983405694354517e+09}"
C67_S13_th0.110_1506.1s_T200.002C_5.00s_58674_saxs,C67_S13,"{""data"":{""annealing_time"":1506.1,""theta"":0.11,""sequence_ID"":58674.0,""annealing_temperature"":200.002},""time"":1.5084270528578346e+09}","{""data"":{""fit_peaks_prefactor1"":21.3032612055,""fit_peaks_d0"":34.9343619678,""fit_peaks_chi_squared"":1.11628342268,""fit_peaks_b"":5.01362784266,""fit_peaks_m"":-166.051945107,""time"":1.4983405701593366e+09,""fit_peaks_grain_size"":196.680951252,""fit_peaks_sigma1"":0.00127446418104,""fit_peaks_prefactor_total"":21.3032612055,""fit_peaks_x_center1"":0.0179856878822},""time"":1.4983405701593366e+09}"
C67_S13_th0.110_1541.1s_T200.002C_5.00s_58677_saxs,C67_S13,"{""data"":{""annealing_time"":1541.1,""theta"":0.11,""sequence_ID"":58677.0,""annealing_temperature"":200.002},""time"":1.5084270528640277e+09}","{""data"":{""fit_peaks_prefactor1"":19.0156838634,""fit_peaks_d0"":34.9408843652,""fit_peaks_chi_squared"":0.818363976626,""fit_peaks_b"":4.95884521969,""fit_peaks_m"":-164.452850087,""time"":1.4983405708554094e+09,""fit_peaks_grain_size"":197.986104658,""fit_peaks_sigma1"":0.00126606272645,""fit_peaks_prefactor_total"":19.0156838634,""fit_peaks_x_center1"":0.0179823305029},""time"":1.4983405708554094e+09}"
C67_S13_th0.110_1575.1s_T200.002C_5.00s_58680_saxs,C67_S13,"{""data"":{""annealing_time"":1575.1,""theta"":0.11,""sequence_ID"":58680.0,""annealing_temperature"":200.002},""time"":1.5084270528703978e+09}","{""data"":{""fit_peaks_prefactor1"":18.2080844649,""fit_peaks_d0"":34.9232967869,""fit_peaks_chi_squared"":0.594834362994,""fit_peaks_b"":5.59977513932,""fit_peaks_m"":-194.278641073,""time"":1.4983405715182064e+09,""fit_peaks_grain_size"":193.180312605,""fit_peaks_sigma1"":0.00129755886655,""fit_peaks_prefactor_total"":18.2080844649,""fit_peaks_x_center1"":0.0179913865106},""time"":1.4983405715182064e+09}"
C67_S13_th0.110_1608.2s_T200.003C_5.00s_58683_saxs,C67_S13,"{""data"":{""annealing_time"":1608.2,""theta"":0.11,""sequence_ID"":58683.0,""annealing_temperature"":200.003},""time"":1.5084270528768218e+09}","{""data"":{""fit_peaks_prefactor1"":20.2351109001,""fit_peaks_d0"":34.9141970621,""fit_peaks_chi_squared"":0.832015886287,""fit_peaks_b"":6.67269462884,""fit_peaks_m"":-230.809407263,""time"":1.4983405721862524e+09,""fit_peaks_grain_size"":194.697236253,""fit_peaks_sigma1"":0.00128744933563,""fit_peaks_prefactor_total"":20.2351109001,""fit_peaks_x_center1"":0.0179960756251},""time"":1.4983405721862524e+09}"
C67_S13_th0.110_1641.1s_T200.001C_5.00s_58686_saxs,C67_S13,"{""data"":{""annealing_time"":1641.1,""theta"":0.11,""sequence_ID"":58686.0,""annealing_temperature"":200.001},""time"":1.5084270528829308e+09}","{""data"":{""fit_peaks_prefactor1"":23.0714364378,""fit_peaks_d0"":34.8965289405,""fit_peaks_chi_squared"":1.21943586166,""fit_peaks_b"":7.24594660367,""fit_peaks_m"":-250.694002358,""time"":1.4983405728432655e+09,""fit_peaks_grain_size"":195.955784285,""fit_peaks_sigma1"":0.00127918054768,""fit_peaks_prefactor_total"":23.0714364378,""fit_peaks_x_center1"":0.0180051870428},""time"":1.4983405728432655e+09}"
C67_S13_th0.110_1674.2s_T200.002C_5.00s_58689_saxs,C67_S13,"{""data"":{""annealing_time"":1674.2,""theta"":0.11,""sequence_ID"":58689.0,""annealing_temperature"":200.002},""time"":1.5084270528890147e+09}","{""data"":{""fit_peaks_prefactor1"":23.4728464392,""fit_peaks_d0"":34.9135828658,""fit_peaks_chi_squared"":1.15713979747,""fit_peaks_b"":6.96896984399,""fit_peaks_m"":-244.068235183,""time"":1.4983405735022635e+09,""fit_peaks_grain_size"":195.867464162,""fit_peaks_sigma1"":0.00127975735294,""fit_peaks_prefactor_total"":23.4728464392,""fit_peaks_x_center1"":0.0179963922102},""time"":1.4983405735022635e+09}"
C67_S13_th0.110_1708.2s_T200.001C_5.00s_58692_saxs,C67_S13,"{""data"":{""annealing_time"":1708.2,""theta"":0.11,""sequence_ID"":58692.0,""annealing_temperature"":200.001},""time"":1.5084270528950973e+09}","{""data"":{""fit_peaks_prefactor1"":23.0864420142,""fit_peaks_d0"":34.91909414,""fit_peaks_chi_squared"":1.07108661785,""fit_peaks_b"":7.9243485033,""fit_peaks_m"":-276.233377222,""time"":1.4983405741690133e+09,""fit_peaks_grain_size"":199.627885915,""fit_peaks_sigma1"":0.00125565036325,""fit_peaks_prefactor_total"":23.0864420142,""fit_peaks_x_center1"":0.017993551843},""time"":1.4983405741690133e+09}"
C67_S13_th0.110_1743.1s_T200.001C_5.00s_58695_saxs,C67_S13,"{""data"":{""annealing_time"":1743.1,""theta"":0.11,""sequence_ID"":58695.0,""annealing_temperature"":200.001},""time"":1.5084270529011664e+09}","{""data"":{""fit_peaks_prefactor1"":21.4946205357,""fit_peaks_d0"":34.9758566761,""fit_peaks_chi_squared"":0.748819050688,""fit_peaks_b"":6.80573047779,""fit_peaks_m"":-235.861607568,""time"":1.4983405748371155e+09,""fit_peaks_grain_size"":191.15652446,""fit_peaks_sigma1"":0.00131129621744,""fit_peaks_prefactor_total"":21.4946205357,""fit_peaks_x_center1"":0.0179643499954},""time"":1.4983405748371155e+09}"
C67_S13_th0.110_1778.2s_T200.001C_5.00s_58698_saxs,C67_S13,"{""data"":{""annealing_time"":1778.2,""theta"":0.11,""sequence_ID"":58698.0,""annealing_temperature"":200.001},""time"":1.5084270529071345e+09}","{""data"":{""fit_peaks_prefactor1"":20.3914303249,""fit_peaks_d0"":34.9892103971,""fit_peaks_chi_squared"":0.921749522712,""fit_peaks_b"":6.5983751165,""fit_peaks_m"":-226.71962028,""time"":1.4983405755062983e+09,""fit_peaks_grain_size"":188.828015481,""fit_peaks_sigma1"":0.0013274663022,""fit_peaks_prefactor_total"":20.3914303249,""fit_peaks_x_center1"":0.0179574938556},""time"":1.4983405755062983e+09}"
C67_S13_th0.110_1814.2s_T200.002C_5.00s_58701_saxs,C67_S13,"{""data"":{""annealing_time"":1814.2,""theta"":0.11,""sequence_ID"":58701.0,""annealing_temperature"":200.002},""time"":1.5084270529131668e+09}","{""data"":{""fit_peaks_prefactor1"":20.9288744374,""fit_peaks_d0"":34.9827207183,""fit_peaks_chi_squared"":0.965889310515,""fit_peaks_b"":11.4574483628,""fit_peaks_m"":-395.202678873,""time"":1.498340576179943e+09,""fit_peaks_grain_size"":194.841512684,""fit_peaks_sigma1"":0.00128649600391,""fit_peaks_prefactor_total"":20.9288744374,""fit_peaks_x_center1"":0.0179608251679},""time"":1.498340576179943e+09}"
C67_S13_th0.110_1850.1s_T200.001C_5.00s_58704_saxs,C67_S13,"{""data"":{""annealing_time"":1850.1,""theta"":0.11,""sequence_ID"":58704.0,""annealing_temperature"":200.001},""time"":1.5084270529191418e+09}","{""data"":{""fit_peaks_prefactor1"":21.4596148328,""fit_peaks_d0"":35.1521861042,""fit_peaks_chi_squared"":2.72736897586,""fit_peaks_b"":20.0619956786,""fit_peaks_m"":-711.826376108,""time"":1.4983405768387408e+09,""fit_peaks_grain_size"":180.274708099,""fit_peaks_sigma1"":0.00139044922112,""fit_peaks_prefactor_total"":21.4596148328,""fit_peaks_x_center1"":0.0178742377176},""time"":1.4983405768387408e+09}"
